team1,team2,toss_winner,venue,pitch_type,weather,total_score,wickets,overs,winner
SRH,RCB,RCB,Eden Gardens,Bowling,Humid,123,2,15.3,RCB
DC,PBKS,PBKS,Chinnaswamy Stadium,Batting,Hot,246,4,5.1,PBKS
PBKS,DC,PBKS,Narendra Modi Stadium,Batting,Humid,167,9,6.5,DC
SRH,PBKS,SRH,Eden Gardens,Bowling,Cloudy,120,0,16.4,SRH
SRH,RCB,RCB,Narendra Modi Stadium,Balanced,Cloudy,174,9,18.0,SRH
KKR,CSK,KKR,Chepauk,Bowling,Humid,162,8,10.4,KKR
DC,KKR,DC,Wankhede Stadium,Balanced,Hot,237,6,14.3,KKR
RCB,GT,GT,Narendra Modi Stadium,Bowling,Humid,135,5,9.9,RCB
RR,DC,DC,Chepauk,Balanced,Cloudy,151,9,12.6,DC
RCB,GT,GT,Chepauk,Batting,Humid,168,0,7.2,RCB
SRH,PBKS,PBKS,Narendra Modi Stadium,Bowling,Cloudy,162,0,7.2,PBKS
CSK,GT,CSK,Eden Gardens,Batting,Cloudy,176,2,17.2,CSK
PBKS,RR,RR,Chepauk,Bowling,Hot,163,9,6.3,PBKS
GT,KKR,GT,Eden Gardens,Balanced,Hot,230,2,14.6,KKR
KKR,SRH,SRH,Chinnaswamy Stadium,Bowling,Humid,193,9,5.4,KKR
GT,KKR,KKR,Chepauk,Batting,Humid,192,2,14.6,KKR
CSK,RR,RR,Narendra Modi Stadium,Bowling,Cloudy,132,8,17.7,RR
MI,LSG,LSG,Chepauk,Bowling,Humid,190,3,6.9,MI
PBKS,KKR,PBKS,Chinnaswamy Stadium,Balanced,Hot,135,9,19.8,PBKS
MI,RCB,MI,Chinnaswamy Stadium,Balanced,Cloudy,223,2,8.4,RCB
SRH,RR,RR,Eden Gardens,Bowling,Humid,205,8,18.6,RR
PBKS,RR,RR,Wankhede Stadium,Bowling,Cloudy,155,4,7.1,RR
RR,SRH,SRH,Narendra Modi Stadium,Batting,Cloudy,203,1,5.4,RR
GT,KKR,GT,Wankhede Stadium,Bowling,Cloudy,204,5,5.4,GT
MI,GT,MI,Chinnaswamy Stadium,Bowling,Humid,187,2,16.7,MI
MI,DC,DC,Wankhede Stadium,Batting,Hot,145,4,10.4,DC
RCB,KKR,RCB,Chinnaswamy Stadium,Bowling,Hot,131,5,10.4,RCB
SRH,CSK,CSK,Narendra Modi Stadium,Bowling,Hot,225,8,14.5,SRH
RCB,CSK,CSK,Narendra Modi Stadium,Bowling,Hot,196,7,6.4,RCB
CSK,PBKS,CSK,Wankhede Stadium,Bowling,Hot,123,9,5.4,PBKS
DC,LSG,DC,Eden Gardens,Batting,Hot,234,1,8.3,LSG
RR,PBKS,PBKS,Wankhede Stadium,Batting,Hot,229,10,10.6,RR
CSK,GT,CSK,Chinnaswamy Stadium,Batting,Hot,151,10,13.4,CSK
LSG,MI,LSG,Wankhede Stadium,Balanced,Cloudy,226,3,18.7,MI
RR,LSG,LSG,Chepauk,Bowling,Hot,172,5,11.3,RR
RR,LSG,RR,Wankhede Stadium,Batting,Hot,244,5,6.4,RR
RR,DC,RR,Wankhede Stadium,Balanced,Cloudy,151,5,7.6,DC
PBKS,GT,GT,Narendra Modi Stadium,Balanced,Hot,190,10,15.1,PBKS
DC,PBKS,DC,Eden Gardens,Batting,Cloudy,248,8,9.7,PBKS
RR,KKR,KKR,Eden Gardens,Batting,Hot,155,4,10.4,RR
LSG,KKR,LSG,Chinnaswamy Stadium,Balanced,Cloudy,239,5,17.9,LSG
GT,MI,GT,Chepauk,Bowling,Cloudy,169,9,8.8,MI
LSG,PBKS,PBKS,Eden Gardens,Batting,Hot,144,2,9.1,LSG
GT,DC,GT,Chepauk,Bowling,Hot,142,2,10.4,GT
KKR,PBKS,PBKS,Eden Gardens,Balanced,Cloudy,168,3,11.5,PBKS
GT,KKR,GT,Chepauk,Balanced,Humid,197,9,10.5,KKR
RCB,PBKS,PBKS,Chepauk,Balanced,Cloudy,200,8,15.3,RCB
KKR,MI,MI,Wankhede Stadium,Bowling,Cloudy,191,2,16.3,MI
LSG,DC,LSG,Wankhede Stadium,Batting,Cloudy,234,4,13.7,DC
CSK,KKR,KKR,Chinnaswamy Stadium,Bowling,Hot,137,6,5.7,KKR
GT,SRH,SRH,Chepauk,Batting,Humid,250,3,6.9,SRH
LSG,RCB,RCB,Narendra Modi Stadium,Batting,Cloudy,195,9,11.1,LSG
GT,RR,GT,Chepauk,Balanced,Hot,184,8,7.4,RR
GT,MI,GT,Wankhede Stadium,Bowling,Cloudy,239,0,5.4,GT
CSK,RR,RR,Chinnaswamy Stadium,Batting,Humid,238,2,15.3,CSK
GT,RR,RR,Wankhede Stadium,Bowling,Cloudy,173,10,10.0,RR
PBKS,DC,PBKS,Narendra Modi Stadium,Batting,Cloudy,135,10,17.7,DC
LSG,GT,LSG,Eden Gardens,Batting,Hot,217,8,11.0,GT
CSK,DC,DC,Eden Gardens,Balanced,Hot,214,1,7.2,CSK
PBKS,LSG,PBKS,Narendra Modi Stadium,Balanced,Hot,130,6,6.4,LSG
CSK,MI,CSK,Chinnaswamy Stadium,Balanced,Humid,172,2,15.1,CSK
SRH,DC,DC,Chepauk,Balanced,Cloudy,129,3,16.9,SRH
KKR,RR,KKR,Eden Gardens,Bowling,Cloudy,171,9,19.6,RR
LSG,KKR,LSG,Narendra Modi Stadium,Bowling,Hot,151,8,7.7,LSG
RCB,LSG,RCB,Eden Gardens,Batting,Hot,169,4,9.7,RCB
DC,MI,MI,Chepauk,Bowling,Humid,197,8,18.7,MI
DC,GT,DC,Narendra Modi Stadium,Batting,Cloudy,223,4,14.8,DC
RR,MI,MI,Narendra Modi Stadium,Bowling,Cloudy,120,1,6.8,RR
LSG,RCB,RCB,Chepauk,Batting,Cloudy,195,2,17.0,LSG
PBKS,GT,GT,Wankhede Stadium,Bowling,Hot,206,5,13.2,GT
CSK,PBKS,CSK,Chepauk,Balanced,Hot,193,5,17.5,CSK
LSG,RR,LSG,Narendra Modi Stadium,Balanced,Humid,247,3,5.9,RR
CSK,SRH,SRH,Chepauk,Batting,Hot,238,3,12.2,SRH
RR,DC,RR,Eden Gardens,Batting,Hot,225,3,8.4,DC
CSK,KKR,KKR,Chepauk,Bowling,Humid,204,4,18.7,CSK
DC,GT,DC,Wankhede Stadium,Batting,Cloudy,236,7,19.3,GT
MI,GT,MI,Chinnaswamy Stadium,Balanced,Cloudy,169,0,15.1,MI
DC,KKR,DC,Wankhede Stadium,Bowling,Humid,199,8,12.7,DC
KKR,PBKS,PBKS,Wankhede Stadium,Balanced,Cloudy,174,2,15.0,PBKS
GT,RR,RR,Chinnaswamy Stadium,Batting,Cloudy,242,7,8.8,GT
RR,PBKS,RR,Eden Gardens,Balanced,Hot,250,5,17.6,RR
DC,RR,DC,Wankhede Stadium,Batting,Hot,159,7,11.6,RR
RR,GT,RR,Wankhede Stadium,Batting,Hot,198,0,11.2,GT
GT,PBKS,PBKS,Narendra Modi Stadium,Bowling,Hot,230,6,17.8,PBKS
KKR,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,244,5,18.6,SRH
GT,RR,RR,Chinnaswamy Stadium,Balanced,Hot,236,2,16.1,GT
SRH,LSG,LSG,Chinnaswamy Stadium,Batting,Cloudy,246,0,17.0,SRH
RR,LSG,RR,Eden Gardens,Balanced,Cloudy,173,1,5.3,LSG
MI,KKR,KKR,Eden Gardens,Batting,Hot,228,10,19.8,KKR
MI,CSK,MI,Narendra Modi Stadium,Batting,Hot,231,8,8.5,MI
DC,RCB,RCB,Eden Gardens,Balanced,Humid,215,6,6.9,RCB
GT,PBKS,PBKS,Narendra Modi Stadium,Bowling,Cloudy,140,4,5.5,GT
DC,SRH,DC,Eden Gardens,Bowling,Hot,181,6,12.7,SRH
MI,RR,MI,Eden Gardens,Bowling,Hot,173,8,9.1,MI
DC,MI,DC,Chepauk,Bowling,Cloudy,127,2,14.0,MI
DC,LSG,LSG,Narendra Modi Stadium,Batting,Cloudy,214,6,12.8,LSG
MI,KKR,MI,Chinnaswamy Stadium,Bowling,Hot,188,9,11.0,KKR
RCB,RR,RCB,Narendra Modi Stadium,Bowling,Hot,189,6,5.6,RCB
DC,GT,DC,Chinnaswamy Stadium,Bowling,Cloudy,210,5,15.4,GT
SRH,PBKS,SRH,Chepauk,Balanced,Cloudy,139,4,17.2,PBKS
GT,CSK,CSK,Chinnaswamy Stadium,Balanced,Hot,244,9,19.1,CSK
SRH,PBKS,PBKS,Chepauk,Balanced,Humid,158,8,7.1,PBKS
CSK,RR,RR,Chepauk,Bowling,Hot,214,1,11.0,CSK
GT,SRH,GT,Chepauk,Bowling,Humid,220,3,11.8,GT
SRH,KKR,SRH,Narendra Modi Stadium,Balanced,Humid,121,1,12.6,SRH
GT,DC,GT,Chinnaswamy Stadium,Batting,Humid,232,10,18.5,GT
RCB,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Hot,122,1,19.9,RCB
DC,GT,GT,Wankhede Stadium,Batting,Humid,241,3,15.4,GT
RR,LSG,LSG,Chinnaswamy Stadium,Bowling,Hot,139,4,12.1,LSG
MI,DC,DC,Eden Gardens,Bowling,Humid,123,8,6.7,DC
DC,RR,DC,Wankhede Stadium,Balanced,Hot,234,3,10.5,DC
DC,MI,DC,Chepauk,Bowling,Humid,201,1,7.1,MI
GT,KKR,GT,Chinnaswamy Stadium,Balanced,Cloudy,123,9,10.7,KKR
LSG,GT,GT,Chepauk,Balanced,Humid,186,6,7.8,LSG
SRH,MI,SRH,Eden Gardens,Batting,Hot,226,9,16.3,MI
KKR,PBKS,KKR,Eden Gardens,Balanced,Hot,227,9,12.0,PBKS
PBKS,CSK,PBKS,Eden Gardens,Balanced,Hot,198,0,8.8,CSK
RCB,KKR,RCB,Eden Gardens,Bowling,Humid,212,4,9.5,RCB
SRH,RCB,SRH,Wankhede Stadium,Bowling,Hot,195,7,19.8,SRH
RCB,GT,GT,Narendra Modi Stadium,Balanced,Hot,147,1,10.3,RCB
SRH,CSK,SRH,Chepauk,Balanced,Hot,122,7,9.0,SRH
RR,CSK,RR,Wankhede Stadium,Balanced,Cloudy,149,5,6.6,RR
LSG,KKR,LSG,Wankhede Stadium,Balanced,Cloudy,151,9,14.5,KKR
KKR,RCB,KKR,Narendra Modi Stadium,Bowling,Humid,236,1,6.7,RCB
SRH,GT,SRH,Narendra Modi Stadium,Batting,Humid,242,5,6.5,GT
MI,RCB,RCB,Narendra Modi Stadium,Batting,Cloudy,228,7,8.0,MI
KKR,DC,KKR,Narendra Modi Stadium,Balanced,Humid,240,6,10.3,DC
PBKS,SRH,PBKS,Eden Gardens,Balanced,Humid,167,8,10.2,PBKS
LSG,GT,GT,Wankhede Stadium,Balanced,Cloudy,233,8,17.4,LSG
RR,SRH,SRH,Eden Gardens,Batting,Humid,167,1,9.1,RR
RCB,GT,RCB,Narendra Modi Stadium,Bowling,Hot,209,2,7.4,RCB
SRH,DC,DC,Wankhede Stadium,Balanced,Hot,235,1,17.8,DC
PBKS,KKR,PBKS,Chinnaswamy Stadium,Bowling,Cloudy,159,0,5.7,KKR
CSK,RCB,CSK,Eden Gardens,Bowling,Humid,169,10,16.5,CSK
GT,RR,RR,Chinnaswamy Stadium,Balanced,Cloudy,172,10,6.8,GT
PBKS,DC,PBKS,Chepauk,Balanced,Hot,235,1,20.0,PBKS
RR,CSK,CSK,Wankhede Stadium,Balanced,Humid,182,8,7.5,CSK
RCB,MI,RCB,Wankhede Stadium,Bowling,Cloudy,218,10,16.0,MI
RCB,MI,RCB,Chepauk,Balanced,Hot,246,10,5.3,MI
SRH,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,240,6,14.3,SRH
GT,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,247,5,11.1,GT
DC,SRH,DC,Wankhede Stadium,Batting,Hot,127,2,12.2,SRH
RCB,RR,RR,Eden Gardens,Batting,Hot,180,8,19.1,RR
PBKS,LSG,LSG,Chepauk,Batting,Hot,230,1,11.9,LSG
RCB,MI,RCB,Narendra Modi Stadium,Batting,Cloudy,185,6,12.8,RCB
LSG,MI,LSG,Narendra Modi Stadium,Balanced,Hot,232,1,19.8,LSG
SRH,LSG,LSG,Chepauk,Balanced,Cloudy,147,8,6.5,LSG
MI,SRH,SRH,Eden Gardens,Bowling,Hot,223,7,7.2,SRH
GT,RR,RR,Chinnaswamy Stadium,Bowling,Humid,224,9,8.3,RR
CSK,RR,CSK,Chinnaswamy Stadium,Bowling,Hot,132,7,7.2,CSK
KKR,RR,KKR,Chinnaswamy Stadium,Bowling,Hot,216,0,17.9,KKR
LSG,RCB,LSG,Chepauk,Bowling,Cloudy,206,6,7.1,RCB
MI,GT,MI,Eden Gardens,Balanced,Hot,193,2,7.3,GT
SRH,CSK,CSK,Eden Gardens,Balanced,Humid,160,9,7.5,CSK
CSK,KKR,CSK,Chinnaswamy Stadium,Balanced,Humid,187,6,19.1,CSK
MI,RCB,MI,Chinnaswamy Stadium,Balanced,Humid,130,6,9.0,MI
KKR,PBKS,KKR,Chepauk,Balanced,Humid,199,7,10.8,KKR
RR,GT,GT,Narendra Modi Stadium,Batting,Cloudy,196,10,6.6,GT
PBKS,CSK,CSK,Chepauk,Batting,Cloudy,216,4,5.9,CSK
CSK,LSG,CSK,Wankhede Stadium,Bowling,Cloudy,210,1,12.2,LSG
RCB,SRH,SRH,Chepauk,Balanced,Hot,153,6,5.8,SRH
SRH,LSG,LSG,Chepauk,Batting,Hot,143,7,14.9,SRH
RCB,MI,MI,Eden Gardens,Bowling,Cloudy,148,8,11.2,MI
CSK,RR,RR,Narendra Modi Stadium,Batting,Humid,150,5,12.9,RR
DC,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Hot,186,6,9.6,DC
CSK,LSG,LSG,Chinnaswamy Stadium,Bowling,Humid,249,7,10.2,LSG
MI,LSG,MI,Chepauk,Bowling,Humid,213,7,15.2,LSG
GT,RR,GT,Eden Gardens,Balanced,Hot,150,1,5.3,GT
DC,GT,GT,Wankhede Stadium,Balanced,Humid,223,4,17.2,DC
RR,DC,RR,Wankhede Stadium,Bowling,Cloudy,166,9,17.2,RR
SRH,CSK,SRH,Narendra Modi Stadium,Bowling,Cloudy,126,0,19.7,CSK
DC,RCB,RCB,Wankhede Stadium,Bowling,Humid,203,3,7.9,RCB
KKR,PBKS,KKR,Narendra Modi Stadium,Balanced,Humid,250,2,10.5,PBKS
KKR,PBKS,PBKS,Wankhede Stadium,Balanced,Cloudy,198,9,6.8,KKR
CSK,MI,CSK,Eden Gardens,Balanced,Cloudy,121,3,19.6,CSK
PBKS,CSK,CSK,Chinnaswamy Stadium,Bowling,Cloudy,164,9,13.0,CSK
LSG,PBKS,PBKS,Eden Gardens,Bowling,Cloudy,171,10,15.9,LSG
GT,KKR,KKR,Eden Gardens,Bowling,Humid,200,7,12.8,GT
MI,SRH,SRH,Wankhede Stadium,Balanced,Humid,137,0,11.3,MI
CSK,GT,CSK,Chinnaswamy Stadium,Bowling,Humid,191,1,12.2,GT
KKR,SRH,KKR,Chinnaswamy Stadium,Bowling,Cloudy,154,6,15.8,SRH
CSK,DC,CSK,Narendra Modi Stadium,Balanced,Hot,132,10,11.3,DC
RCB,DC,RCB,Chinnaswamy Stadium,Batting,Cloudy,232,7,10.9,RCB
KKR,DC,KKR,Narendra Modi Stadium,Bowling,Hot,240,10,13.0,KKR
RCB,MI,MI,Chepauk,Batting,Humid,149,2,13.5,MI
PBKS,RCB,RCB,Eden Gardens,Bowling,Hot,197,2,12.1,RCB
SRH,GT,GT,Chinnaswamy Stadium,Batting,Humid,213,0,18.7,GT
KKR,RCB,RCB,Chinnaswamy Stadium,Batting,Cloudy,229,9,6.9,KKR
SRH,RCB,RCB,Chinnaswamy Stadium,Balanced,Hot,182,6,8.3,RCB
CSK,RR,CSK,Chepauk,Bowling,Cloudy,187,4,19.5,CSK
RCB,CSK,RCB,Eden Gardens,Batting,Hot,231,8,7.1,CSK
MI,SRH,SRH,Narendra Modi Stadium,Batting,Cloudy,203,5,8.6,MI
LSG,GT,GT,Chinnaswamy Stadium,Batting,Cloudy,180,3,5.3,GT
LSG,GT,LSG,Chinnaswamy Stadium,Bowling,Humid,179,3,8.4,GT
GT,RR,RR,Chepauk,Balanced,Hot,176,5,6.7,GT
RR,SRH,SRH,Narendra Modi Stadium,Bowling,Humid,132,8,11.6,SRH
LSG,SRH,LSG,Chepauk,Balanced,Hot,193,10,11.4,SRH
KKR,SRH,SRH,Narendra Modi Stadium,Balanced,Hot,243,8,19.0,SRH
KKR,RR,KKR,Chepauk,Batting,Hot,249,7,13.6,KKR
KKR,SRH,KKR,Narendra Modi Stadium,Bowling,Cloudy,222,3,13.2,SRH
MI,RCB,RCB,Chinnaswamy Stadium,Batting,Cloudy,183,8,7.9,MI
RR,GT,GT,Eden Gardens,Bowling,Hot,230,2,14.0,GT
CSK,RCB,RCB,Wankhede Stadium,Batting,Humid,152,7,5.8,CSK
PBKS,MI,PBKS,Chinnaswamy Stadium,Balanced,Humid,159,5,16.9,PBKS
CSK,PBKS,PBKS,Narendra Modi Stadium,Bowling,Cloudy,206,6,11.4,PBKS
KKR,LSG,KKR,Eden Gardens,Batting,Humid,154,4,15.8,LSG
CSK,MI,CSK,Eden Gardens,Batting,Humid,154,7,17.6,CSK
MI,DC,DC,Chepauk,Batting,Cloudy,125,0,19.0,MI
GT,SRH,GT,Chepauk,Bowling,Humid,220,10,19.2,GT
DC,KKR,DC,Wankhede Stadium,Balanced,Hot,161,9,13.9,DC
RCB,DC,DC,Chepauk,Balanced,Hot,228,9,6.4,RCB
MI,KKR,KKR,Narendra Modi Stadium,Balanced,Cloudy,223,10,8.9,MI
CSK,LSG,LSG,Narendra Modi Stadium,Batting,Hot,120,2,15.8,LSG
DC,GT,GT,Chepauk,Bowling,Hot,246,3,7.6,DC
CSK,LSG,CSK,Eden Gardens,Bowling,Hot,197,4,20.0,LSG
RR,CSK,CSK,Eden Gardens,Bowling,Hot,221,6,15.7,CSK
KKR,RR,RR,Wankhede Stadium,Batting,Hot,230,6,18.5,KKR
GT,KKR,KKR,Narendra Modi Stadium,Batting,Hot,163,9,11.0,GT
RCB,MI,MI,Chepauk,Bowling,Cloudy,204,2,15.6,MI
DC,LSG,LSG,Wankhede Stadium,Balanced,Cloudy,193,5,14.8,DC
CSK,MI,MI,Wankhede Stadium,Batting,Cloudy,151,2,6.8,CSK
KKR,SRH,KKR,Chinnaswamy Stadium,Bowling,Hot,212,9,9.8,KKR
MI,PBKS,PBKS,Chepauk,Bowling,Hot,207,10,5.9,MI
GT,SRH,SRH,Chepauk,Balanced,Hot,170,7,15.8,GT
RCB,KKR,RCB,Chinnaswamy Stadium,Balanced,Humid,211,0,11.0,RCB
RCB,SRH,RCB,Chepauk,Bowling,Hot,229,8,13.6,RCB
GT,SRH,GT,Chepauk,Bowling,Hot,202,0,17.8,GT
RR,LSG,RR,Wankhede Stadium,Batting,Humid,221,6,17.1,RR
CSK,DC,CSK,Chinnaswamy Stadium,Balanced,Humid,152,3,7.5,CSK
RR,RCB,RCB,Chepauk,Batting,Humid,215,1,13.2,RCB
RCB,RR,RR,Narendra Modi Stadium,Balanced,Hot,241,2,11.4,RR
LSG,SRH,LSG,Wankhede Stadium,Balanced,Cloudy,232,3,5.5,LSG
RR,KKR,KKR,Wankhede Stadium,Batting,Cloudy,120,8,14.1,RR
LSG,KKR,KKR,Narendra Modi Stadium,Batting,Humid,187,0,5.3,LSG
LSG,RCB,RCB,Wankhede Stadium,Balanced,Humid,240,7,13.4,RCB
DC,MI,MI,Eden Gardens,Bowling,Cloudy,159,9,8.0,MI
MI,GT,GT,Eden Gardens,Bowling,Humid,232,0,5.9,MI
DC,GT,GT,Eden Gardens,Batting,Humid,200,8,18.4,GT
KKR,GT,GT,Wankhede Stadium,Balanced,Humid,213,7,11.2,KKR
CSK,PBKS,CSK,Chinnaswamy Stadium,Balanced,Humid,142,7,10.8,PBKS
SRH,LSG,LSG,Wankhede Stadium,Balanced,Humid,248,9,19.4,SRH
GT,KKR,KKR,Eden Gardens,Balanced,Hot,129,10,13.0,KKR
DC,RCB,DC,Chepauk,Bowling,Cloudy,243,6,5.4,RCB
SRH,RCB,SRH,Chinnaswamy Stadium,Bowling,Cloudy,217,10,8.3,RCB
SRH,KKR,SRH,Wankhede Stadium,Balanced,Humid,165,10,9.5,KKR
RCB,SRH,RCB,Chinnaswamy Stadium,Bowling,Cloudy,199,1,11.6,SRH
GT,PBKS,GT,Eden Gardens,Batting,Cloudy,173,10,14.1,GT
KKR,RR,KKR,Chinnaswamy Stadium,Bowling,Hot,151,1,9.8,RR
KKR,MI,MI,Chinnaswamy Stadium,Bowling,Humid,162,6,15.1,KKR
SRH,KKR,SRH,Chinnaswamy Stadium,Bowling,Humid,229,4,16.1,SRH
RR,GT,RR,Eden Gardens,Batting,Humid,127,7,8.6,GT
SRH,KKR,SRH,Narendra Modi Stadium,Balanced,Cloudy,188,8,11.1,KKR
LSG,RCB,LSG,Narendra Modi Stadium,Batting,Hot,140,4,17.8,LSG
RR,SRH,SRH,Chepauk,Balanced,Hot,146,1,17.8,RR
LSG,RR,RR,Eden Gardens,Batting,Cloudy,162,9,17.3,LSG
LSG,KKR,KKR,Narendra Modi Stadium,Balanced,Humid,144,10,15.0,KKR
MI,GT,MI,Chepauk,Balanced,Cloudy,173,9,9.3,MI
RCB,CSK,RCB,Wankhede Stadium,Batting,Hot,236,0,19.3,CSK
RCB,RR,RCB,Chepauk,Balanced,Hot,238,4,13.8,RR
CSK,RCB,RCB,Wankhede Stadium,Batting,Cloudy,153,2,8.9,RCB
GT,MI,GT,Narendra Modi Stadium,Batting,Humid,216,7,9.3,GT
CSK,DC,DC,Narendra Modi Stadium,Bowling,Hot,215,3,18.0,DC
CSK,RCB,CSK,Eden Gardens,Balanced,Cloudy,135,1,7.5,CSK
RCB,GT,GT,Wankhede Stadium,Balanced,Cloudy,147,10,13.6,GT
LSG,RCB,LSG,Chinnaswamy Stadium,Batting,Hot,182,10,11.4,RCB
PBKS,LSG,PBKS,Narendra Modi Stadium,Balanced,Hot,155,2,5.7,PBKS
LSG,CSK,CSK,Chepauk,Bowling,Cloudy,204,10,9.1,CSK
SRH,RCB,RCB,Wankhede Stadium,Bowling,Hot,191,1,14.1,SRH
RR,MI,RR,Narendra Modi Stadium,Balanced,Hot,165,2,10.9,RR
DC,RCB,DC,Chepauk,Batting,Humid,200,6,16.7,DC
SRH,CSK,CSK,Narendra Modi Stadium,Bowling,Hot,160,10,10.9,CSK
RR,MI,MI,Chepauk,Bowling,Hot,141,5,7.9,RR
LSG,GT,LSG,Eden Gardens,Balanced,Humid,195,8,10.1,LSG
LSG,RR,LSG,Chinnaswamy Stadium,Batting,Hot,197,6,11.4,RR
RCB,KKR,RCB,Wankhede Stadium,Bowling,Hot,147,3,19.1,KKR
DC,KKR,KKR,Chinnaswamy Stadium,Batting,Hot,243,6,19.1,DC
GT,MI,MI,Eden Gardens,Batting,Hot,220,9,15.3,MI
GT,RR,RR,Narendra Modi Stadium,Bowling,Humid,187,9,14.5,RR
PBKS,MI,MI,Narendra Modi Stadium,Balanced,Hot,165,9,9.8,MI
CSK,RCB,CSK,Chepauk,Batting,Cloudy,161,6,16.5,CSK
RR,RCB,RR,Chepauk,Batting,Humid,145,0,15.7,RCB
RCB,PBKS,RCB,Wankhede Stadium,Balanced,Cloudy,139,6,10.9,PBKS
MI,SRH,MI,Wankhede Stadium,Balanced,Cloudy,221,2,15.1,MI
SRH,RR,SRH,Chepauk,Bowling,Hot,152,3,12.4,RR
RR,LSG,LSG,Chepauk,Balanced,Hot,175,9,16.9,RR
PBKS,DC,PBKS,Narendra Modi Stadium,Bowling,Humid,198,5,6.5,PBKS
RCB,LSG,LSG,Narendra Modi Stadium,Bowling,Humid,128,10,9.8,RCB
KKR,CSK,KKR,Chinnaswamy Stadium,Balanced,Cloudy,144,0,6.7,KKR
KKR,DC,DC,Chepauk,Balanced,Hot,175,2,5.7,DC
GT,DC,GT,Eden Gardens,Batting,Hot,215,10,11.7,DC
MI,CSK,CSK,Chinnaswamy Stadium,Batting,Cloudy,194,1,18.2,CSK
RCB,SRH,SRH,Chepauk,Bowling,Humid,135,3,10.9,SRH
CSK,LSG,LSG,Wankhede Stadium,Balanced,Humid,232,1,11.2,LSG
RR,MI,MI,Narendra Modi Stadium,Bowling,Cloudy,242,2,19.8,RR
CSK,RR,RR,Narendra Modi Stadium,Bowling,Humid,195,9,6.1,CSK
KKR,CSK,CSK,Chepauk,Bowling,Hot,120,7,15.3,KKR
SRH,CSK,SRH,Wankhede Stadium,Batting,Cloudy,183,3,12.6,SRH
RCB,LSG,RCB,Eden Gardens,Batting,Humid,210,0,12.1,LSG
DC,PBKS,DC,Chepauk,Batting,Cloudy,143,9,15.8,PBKS
PBKS,LSG,LSG,Chinnaswamy Stadium,Batting,Humid,182,8,7.6,LSG
MI,SRH,MI,Narendra Modi Stadium,Balanced,Cloudy,185,0,12.6,MI
GT,MI,GT,Chinnaswamy Stadium,Balanced,Humid,124,1,6.0,GT
PBKS,LSG,PBKS,Wankhede Stadium,Balanced,Humid,162,6,17.5,PBKS
MI,GT,MI,Chinnaswamy Stadium,Batting,Hot,184,7,11.9,GT
GT,CSK,GT,Chinnaswamy Stadium,Bowling,Cloudy,197,10,15.8,CSK
PBKS,MI,PBKS,Chinnaswamy Stadium,Balanced,Cloudy,196,3,12.4,PBKS
MI,RCB,RCB,Wankhede Stadium,Balanced,Humid,180,3,16.2,MI
CSK,RCB,CSK,Narendra Modi Stadium,Balanced,Cloudy,191,8,16.1,CSK
DC,CSK,CSK,Wankhede Stadium,Balanced,Hot,199,9,7.6,DC
PBKS,CSK,PBKS,Wankhede Stadium,Batting,Hot,167,9,8.5,CSK
RR,DC,RR,Narendra Modi Stadium,Balanced,Hot,154,5,15.6,DC
RCB,LSG,RCB,Wankhede Stadium,Batting,Cloudy,164,5,11.3,RCB
SRH,KKR,SRH,Chepauk,Bowling,Humid,127,6,12.4,KKR
SRH,RCB,SRH,Wankhede Stadium,Bowling,Cloudy,154,4,11.6,RCB
PBKS,SRH,PBKS,Chepauk,Bowling,Cloudy,131,1,19.3,SRH
CSK,KKR,CSK,Wankhede Stadium,Batting,Cloudy,233,1,17.9,KKR
MI,DC,MI,Chinnaswamy Stadium,Balanced,Cloudy,177,4,15.0,DC
SRH,CSK,SRH,Narendra Modi Stadium,Balanced,Cloudy,122,1,13.5,SRH
RCB,GT,RCB,Eden Gardens,Balanced,Humid,195,1,14.2,RCB
KKR,DC,KKR,Eden Gardens,Bowling,Hot,130,7,16.4,DC
KKR,LSG,LSG,Chepauk,Bowling,Humid,158,3,14.9,LSG
MI,KKR,MI,Narendra Modi Stadium,Balanced,Humid,202,3,16.5,MI
RR,PBKS,RR,Narendra Modi Stadium,Batting,Hot,152,6,10.4,PBKS
LSG,RR,LSG,Wankhede Stadium,Balanced,Hot,166,8,10.9,LSG
RCB,CSK,RCB,Chepauk,Balanced,Hot,218,9,5.9,RCB
RCB,PBKS,RCB,Eden Gardens,Bowling,Humid,171,3,8.3,RCB
KKR,RR,KKR,Narendra Modi Stadium,Bowling,Cloudy,241,2,11.3,KKR
DC,RCB,DC,Chepauk,Bowling,Humid,250,0,9.9,RCB
MI,RR,MI,Narendra Modi Stadium,Batting,Hot,249,8,9.5,MI
MI,RR,RR,Chepauk,Balanced,Cloudy,167,1,14.2,RR
GT,SRH,GT,Wankhede Stadium,Batting,Humid,178,6,13.9,SRH
GT,SRH,SRH,Chinnaswamy Stadium,Bowling,Humid,124,5,9.6,SRH
CSK,KKR,KKR,Narendra Modi Stadium,Batting,Humid,172,10,12.9,KKR
